Actual Profit ($),Actual Sales (Qty),Actual Cost of Goods Sold  (COGS) ($),Actual Total Expenses ($),Inventory (Qty),Budget Profit ($),Budget Sales (Qty),Budget COGS ($),Date,Market,Province,City,Store#,Market Size,Product Type,Product,Type
39,96,39,25,541,80,130,40,31/10/2018,Prairie,Alberta,Lethbridge,900,Major Market,Coffee,Decaf Irish Cream,Decaf
39,96,39,25,541,40,60,20,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Mint,Decaf
39,131,52,45,405,60,110,40,31/10/2018,West,British Columbia,Vancounver,535,Major Market,Coffee,Amaretto,Regular
39,318,125,147,898,60,240,90,31/10/2018,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Chamomile,Decaf
40,126,54,37,1037,40,80,30,31/10/2018,Prairie,Alberta,Edmonton,480,Major Market,Tea,Earl Grey,Regular
40,96,39,24,541,50,80,30,31/10/2018,Prairie,Alberta,Edmonton,480,Major Market,Coffee,Colombian,Regular
40,318,125,146,898,50,270,110,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Espresso,Caffe Mocha,Regular
40,131,52,44,405,60,100,30,31/10/2018,Central,Ontario,Ottawa,541,Small Market,Espresso,Caffe Mocha,Regular
40,96,39,24,541,40,60,20,31/10/2018,Central,Quebec,Sherbrooke,312,Major Market,Herbal Tea,Lemon,Decaf
42,114,43,36,419,50,90,30,31/10/2018,Prairie,Alberta,Lethbridge,900,Major Market,Herbal Tea,Lemon,Decaf
42,114,43,36,419,60,100,30,31/10/2018,West,British Columbia,Vancounver,535,Major Market,Coffee,Colombian,Regular
42,84,32,19,833,40,60,20,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Caffe Latte,Regular
42,84,32,19,833,80,110,30,31/10/2018,North,Nunavut,Kugluktuk,417,Small Market,Espresso,Decaf Espresso,Decaf
43,114,43,35,419,80,150,50,31/10/2018,Central,Ontario,Ottawa,971,Small Market,Coffee,Decaf Irish Cream,Decaf
45,120,46,37,449,40,70,20,31/10/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Darjeeling,Regular
45,120,46,37,449,40,60,20,31/10/2018,North,Yukon,Whitehorse,318,Small Market,Espresso,Decaf Espresso,Decaf
46,46,0,12,430,60,60,0,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Decaf Espresso,Decaf
46,120,46,36,449,30,50,20,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Earl Grey,Regular
47,46,0,11,430,40,40,0,31/10/2018,North,Northwest Territories,Hay River,4700,Small Market,Tea,Green Tea,Regular
47,46,0,11,430,30,30,0,31/10/2018,Central,Ontario,Waterloo,702,Small Market,Espresso,Caffe Latte,Regular
49,128,49,38,310,60,90,30,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Herbal Tea,Chamomile,Decaf
49,128,49,38,310,60,90,30,31/10/2018,North,Northwest Territories,Hay River,4700,Small Market,Coffee,Amaretto,Regular
50,189,79,64,593,30,90,40,31/10/2018,Prairie,Manitoba,Steinback,1401,Small Market,Herbal Tea,Lemon,Decaf
50,189,79,64,593,120,260,100,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Decaf Irish Cream,Decaf
50,189,79,64,593,60,150,60,31/10/2018,North,Yukon,Whitehorse,225,Small Market,Herbal Tea,Lemon,Decaf
52,151,65,42,1053,50,80,30,31/10/2018,Prairie,Manitoba,Steinback,1401,Small Market,Herbal Tea,Mint,Decaf
52,189,79,63,593,70,170,70,31/10/2018,North,Nunavut,Iqaluit,573,Small Market,Coffee,Colombian,Regular
52,151,65,42,1053,70,130,50,31/10/2018,North,Nunavut,Rankin Inlet,636,Small Market,Coffee,Decaf Irish Cream,Decaf
52,100,38,21,871,50,100,40,31/10/2018,Prairie,Saskatchewan,Moose Jaw,561,Major Market,Tea,Darjeeling,Regular
53,106,40,23,881,50,100,40,31/10/2018,Prairie,Manitoba,Steinback,1401,Small Market,Tea,Darjeeling,Regular
53,151,65,41,1053,90,200,90,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Amaretto,Regular
53,106,40,23,881,90,140,50,31/10/2018,North,Nunavut,Iqaluit,573,Small Market,Espresso,Caffe Mocha,Regular
55,106,40,22,881,60,80,20,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Decaf Espresso,Decaf
67,126,48,25,851,60,90,30,31/10/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Lemon,Decaf
67,126,48,25,851,80,160,70,31/10/2018,North,Yukon,Whitehorse,985,Small Market,Coffee,Decaf Irish Cream,Decaf
68,126,48,24,851,60,120,50,31/10/2018,Prairie,Saskatchewan,Moose Jaw,772,Major Market,Tea,Green Tea,Regular
70,127,48,24,829,60,90,30,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Lemon,Decaf
70,127,48,24,829,80,160,70,31/10/2018,North,Yukon,Whitehorse,337,Small Market,Coffee,Colombian,Regular
71,185,80,46,1055,120,250,110,31/10/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Caffe Mocha,Regular
71,185,80,46,1055,80,150,60,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Decaf Espresso,Decaf
71,185,80,46,1055,40,90,40,31/10/2018,Prairie,Saskatchewan,Moose Jaw,904,Major Market,Herbal Tea,Mint,Decaf
82,194,72,55,-868,50,110,40,31/10/2018,Prairie,Alberta,Lethbridge,900,Major Market,Espresso,Caffe Latte,Regular
82,194,72,55,650,50,130,50,31/10/2018,Central,Quebec,Sherbrooke,815,Major Market,Tea,Earl Grey,Regular
83,194,72,54,650,130,260,100,31/10/2018,Prairie,Alberta,Edmonton,480,Major Market,Espresso,Decaf Espresso,Decaf
83,194,72,54,650,50,80,20,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Tea,Green Tea,Regular
83,178,68,43,438,110,230,90,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Colombian,Regular
85,169,60,42,329,80,120,40,31/10/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Chamomile,Decaf
85,169,60,42,329,40,70,20,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Darjeeling,Regular
86,169,60,41,329,70,100,30,31/10/2018,North,Yukon,Whitehorse,225,Small Market,Espresso,Caffe Mocha,Regular
89,215,86,56,547,90,180,70,31/10/2018,Prairie,Saskatchewan,Moose Jaw,321,Major Market,Espresso,Decaf Espresso,Decaf
91,215,86,55,547,100,200,80,31/10/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Decaf Irish Cream,Decaf
95,218,82,59,788,50,90,30,31/10/2018,Central,Ontario,Kitchener,503,Large Market,Tea,Earl Grey,Regular
95,218,82,59,788,90,170,60,31/10/2018,Prairie,Saskatchewan,Moose Jaw,954,Major Market,Coffee,Colombian,Regular
96,218,82,58,788,60,140,50,31/10/2018,West,British Columbia,Vancounver,535,Major Market,Tea,Darjeeling,Regular
96,218,82,58,788,60,130,50,31/10/2018,Central,Quebec,Gatieau,405,Small Market,Espresso,Decaf Espresso,Decaf
108,218,90,42,572,90,160,60,31/10/2018,Central,Ontario,Ottawa,541,Small Market,Herbal Tea,Lemon,Decaf
110,218,90,41,572,80,140,50,31/10/2018,Prairie,Alberta,Edmonton,480,Major Market,Tea,Green Tea,Regular
110,218,90,41,572,140,290,130,31/10/2018,Central,Quebec,Gatieau,918,Small Market,Coffee,Colombian,Regular
113,232,91,51,656,80,150,50,31/10/2018,West,British Columbia,Vancounver,535,Major Market,Tea,Earl Grey,Regular
113,232,91,51,656,50,100,40,31/10/2018,Central,Ontario,Ottawa,541,Small Market,Tea,Green Tea,Regular
113,232,91,51,-1785,70,130,50,31/10/2018,Central,Quebec,Gatieau,405,Small Market,Espresso,Caffe Latte,Regular
113,232,91,51,656,90,180,70,31/10/2018,Prairie,Saskatchewan,Moose Jaw,772,Major Market,Coffee,Decaf Irish Cream,Decaf
116,199,76,33,580,80,120,40,31/10/2018,Prairie,Alberta,Lethbridge,900,Major Market,Espresso,Decaf Espresso,Decaf
116,199,76,33,580,100,200,80,31/10/2018,Atlantic,PEI,Cornwall,607,Major Market,Tea,Green Tea,Regular
116,199,76,33,580,80,130,50,31/10/2018,Central,Quebec,Sherbrooke,815,Major Market,Tea,Darjeeling,Regular
117,199,76,32,580,170,280,100,31/10/2018,Prairie,Alberta,Edmonton,480,Major Market,Espresso,Caffe Mocha,Regular
117,199,76,32,580,50,80,30,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Tea,Earl Grey,Regular
129,251,103,46,564,110,210,80,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Caffe Mocha,Regular
129,251,103,46,564,110,210,80,31/10/2018,North,Yukon,Whitehorse,318,Small Market,Herbal Tea,Chamomile,Decaf
135,343,161,70,1267,110,290,140,31/10/2018,Central,Ontario,Kitchener,503,Large Market,Espresso,Decaf Espresso,Decaf
137,343,161,69,1267,110,260,120,31/10/2018,Prairie,Alberta,Edmonton,480,Major Market,Herbal Tea,Chamomile,Decaf
137,343,161,69,1267,190,470,230,31/10/2018,West,British Columbia,Vancounver,535,Major Market,Espresso,Caffe Mocha,Regular
137,343,161,69,1267,120,300,140,31/10/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Espresso,Regular Espresso,Regular
169,318,122,62,789,130,240,90,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Lemon,Decaf
169,318,122,62,789,130,240,90,31/10/2018,Central,Ontario,Waterloo,775,Small Market,Herbal Tea,Mint,Decaf
171,282,108,42,971,120,210,80,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Chamomile,Decaf
171,334,125,73,1119,130,260,100,31/10/2018,Prairie,Manitoba,Steinback,1401,Small Market,Coffee,Colombian,Regular
171,334,125,73,1119,130,250,90,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Chamomile,Decaf
171,282,108,42,971,140,280,110,31/10/2018,Atlantic,PEI,Cornwall,585,Major Market,Tea,Darjeeling,Regular
171,318,122,61,789,160,300,110,31/10/2018,Central,Quebec,Sherbrooke,815,Major Market,Coffee,Decaf Irish Cream,Decaf
172,282,108,41,971,150,260,100,31/10/2018,Prairie,Alberta,Edmonton,480,Major Market,Coffee,Decaf Irish Cream,Decaf
172,282,108,41,971,120,210,80,31/10/2018,Central,Quebec,Sherbrooke,815,Major Market,Herbal Tea,Mint,Decaf
178,391,154,93,1132,120,290,120,31/10/2018,Central,Ontario,Waterloo,775,Small Market,Herbal Tea,Lemon,Decaf
178,391,154,93,1132,160,370,150,31/10/2018,Central,Quebec,Sherbrooke,815,Major Market,Coffee,Colombian,Regular
191,547,255,129,1622,70,290,140,31/10/2018,Atlantic,PEI,Cornwall,585,Major Market,Herbal Tea,Lemon,Decaf
197,322,123,46,915,160,300,120,31/10/2018,Prairie,Alberta,Edmonton,480,Major Market,Coffee,Amaretto,Regular
197,322,123,46,915,100,190,70,31/10/2018,Prairie,Alberta,Lethbridge,900,Major Market,Espresso,Caffe Mocha,Regular
197,322,123,46,915,140,240,90,31/10/2018,Central,Quebec,Sherbrooke,708,Major Market,Herbal Tea,Chamomile,Decaf
199,322,123,45,915,80,140,50,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Tea,Darjeeling,Regular
199,322,123,45,915,160,320,130,31/10/2018,Atlantic,PEI,Cornwall,718,Major Market,Tea,Earl Grey,Regular
221,509,239,90,1755,160,430,210,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Espresso,Caffe Latte,Regular
221,509,239,90,1755,110,340,170,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Darjeeling,Regular
221,509,239,90,1755,80,230,110,31/10/2018,Central,Ontario,Waterloo,775,Small Market,Tea,Earl Grey,Regular
221,509,239,90,1755,300,710,340,31/10/2018,Central,Quebec,Sherbrooke,773,Major Market,Espresso,Decaf Espresso,Decaf
272,604,255,129,1756,130,400,170,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Earl Grey,Regular
275,554,239,96,1246,340,770,350,31/10/2018,Prairie,Alberta,Lethbridge,900,Major Market,Coffee,Colombian,Regular
276,554,239,95,1246,170,410,190,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Lemon,Decaf
332,637,257,117,1662,210,480,200,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Chamomile,Decaf
332,637,257,117,1662,130,290,110,31/10/2018,Central,Ontario,Waterloo,775,Small Market,Tea,Darjeeling,Regular
332,637,257,117,1662,420,890,370,31/10/2018,Central,Quebec,Sherbrooke,312,Major Market,Espresso,Caffe Mocha,Regular
334,637,257,116,1662,240,550,230,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Espresso,Decaf Espresso,Decaf
367,693,260,143,2548,470,960,380,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Coffee,Colombian,Regular
367,693,260,143,2548,230,540,210,31/10/2018,Atlantic,PEI,Cornwall,716,Major Market,Coffee,Colombian,Regular
516,505,72,54,-3004,330,400,50,31/10/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Coffee,Colombian,Regular
646,815,239,91,1197,450,720,210,31/10/2018,Atlantic,PEI,Cornwall,212,Major Market,Espresso,Regular Espresso,Regular
-505,34,245,127,7653,-280,0,180,30/11/2018,Central,Ontario,Waterloo,775,Small Market,Tea,Green Tea,Regular
-300,65,121,142,3385,-190,50,110,30/11/2018,Atlantic,PEI,Cornwall,914,Major Market,Espresso,Caffe Mocha,Regular
-232,171,225,91,4742,-120,110,160,30/11/2018,Atlantic,PEI,Cornwall,518,Major Market,Herbal Tea,Mint,Decaf
-188,156,173,100,3909,-130,170,200,30/11/2018,West,British Columbia,Kelowna,670,Major Market,Coffee,Decaf Irish Cream,Decaf
-83,124,113,59,2758,-50,130,130,30/11/2018,West,British Columbia,Kelowna,670,Major Market,Coffee,Amaretto,Regular
-13,130,82,49,1804,0,110,70,30/11/2018,North,Nunavut,Iqaluit,314,Small Market,Herbal Tea,Lemon,Decaf
-12,130,82,48,1804,10,140,90,30/11/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Decaf Irish Cream,Decaf
-12,130,82,48,1804,0,110,70,30/11/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Herbal Tea,Mint,Decaf
-12,128,52,76,554,0,110,50,30/11/2018,Atlantic,Newfoundland,Paradise,2500,Major Market,Espresso,Caffe Mocha,Regular
-12,113,44,70,325,10,100,40,30/11/2018,North,Northwest Territories,Hay River,4700,Small Market,Espresso,Caffe Mocha,Regular
-12,113,44,70,325,0,90,40,30/11/2018,North,Nunavut,Iqaluit,314,Small Market,Herbal Tea,Chamomile,Decaf
-10,113,44,69,325,0,80,30,30/11/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Caffe Mocha,Regular
-10,113,44,69,325,-10,70,30,30/11/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Darjeeling,Regular
-6,133,52,77,509,10,110,40,30/11/2018,Prairie,Alberta,Edmonton,480,Major Market,Herbal Tea,Lemon,Decaf
-6,81,34,46,-522,-10,50,20,30/11/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Caffe Latte,Regular
-6,79,33,45,243,0,50,20,30/11/2018,North,Northwest Territories,Hay River,4700,Small Market,Herbal Tea,Lemon,Decaf
-6,79,33,45,243,0,60,20,30/11/2018,North,Nunavut,Iqaluit,314,Small Market,Tea,Green Tea,Regular
-6,79,33,45,243,10,80,30,30/11/2018,Central,Ontario,Waterloo,775,Small Market,Coffee,Colombian,Regular
-6,133,52,77,509,10,140,60,30/11/2018,Central,Ontario,Ottawa,971,Small Market,Coffee,Amaretto,Regular
-4,133,52,76,509,10,120,50,30/11/2018,West,British Columbia,Vancounver,535,Major Market,Coffee,Decaf Irish Cream,Decaf
-4,81,34,45,211,0,50,20,30/11/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Green Tea,Regular
-4,81,34,45,211,0,70,30,30/11/2018,North,Northwest Territories,Hay River,4700,Small Market,Espresso,Regular Espresso,Regular
-4,25,10,16,596,10,20,0,30/11/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Decaf Irish Cream,Decaf
-4,81,34,45,211,0,60,20,30/11/2018,North,Nunavut,Iqaluit,573,Small Market,Tea,Earl Grey,Regular
1,157,61,85,613,0,100,40,30/11/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Green Tea,Regular
1,157,61,85,-906,10,110,40,30/11/2018,North,Yukon,Whitehorse,318,Small Market,Espresso,Caffe Latte,Regular
3,157,61,84,613,10,140,60,30/11/2018,Prairie,Manitoba,Steinback,1401,Small Market,Espresso,Caffe Mocha,Regular
3,157,61,84,613,0,120,50,30/11/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Earl Grey,Regular
7,68,29,30,1003,10,50,20,30/11/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Herbal Tea,Lemon,Decaf
7,68,29,30,1003,20,60,20,30/11/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Colombian,Regular
7,68,29,30,1003,20,70,30,30/11/2018,Central,Ontario,Waterloo,702,Small Market,Coffee,Decaf Irish Cream,Decaf
12,87,35,39,248,20,60,20,30/11/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Decaf Espresso,Decaf
12,42,15,16,848,20,40,10,30/11/2018,North,Northwest Territories,Hay River,4700,Small Market,Tea,Darjeeling,Regular
12,42,15,16,848,10,30,10,30/11/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Amaretto,Regular
13,42,15,15,848,10,30,10,30/11/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Herbal Tea,Chamomile,Decaf
13,87,35,38,248,10,50,20,30/11/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Earl Grey,Regular
13,87,35,38,248,10,60,20,30/11/2018,North,Nunavut,Rankin Inlet,636,Small Market,Tea,Darjeeling,Regular
13,42,15,15,848,10,30,10,30/11/2018,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Mocha,Regular
16,55,22,19,570,30,60,20,30/11/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Decaf Espresso,Decaf
16,55,22,19,570,20,50,20,30/11/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Latte,Regular
16,55,22,19,570,10,30,10,30/11/2018,Prairie,Saskatchewan,Regina,727,Major Market,Herbal Tea,Chamomile,Decaf
19,129,54,54,391,20,110,50,30/11/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Mocha,Regular
19,129,54,54,391,20,110,50,30/11/2018,Central,Quebec,Gatieau,580,Small Market,Herbal Tea,Chamomile,Decaf
19,129,54,54,391,10,80,40,30/11/2018,Prairie,Saskatchewan,Regina,561,Major Market,Herbal Tea,Lemon,Decaf
21,129,54,53,391,20,110,50,30/11/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Amaretto,Regular
21,136,53,61,470,40,150,60,30/11/2018,Central,Ontario,Ottawa,541,Small Market,Coffee,Colombian,Regular
22,132,55,54,410,20,100,40,30/11/2018,Prairie,Alberta,Edmonton,480,Major Market,Tea,Darjeeling,Regular
22,132,55,54,410,20,90,40,30/11/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Herbal Tea,Lemon,Decaf
22,239,94,115,694,20,200,80,30/11/2018,Central,Quebec,Gatieau,405,Small Market,Herbal Tea,Lemon,Decaf
22,239,94,115,694,20,210,90,30/11/2018,Prairie,Saskatchewan,Regina,813,Major Market,Espresso,Caffe Mocha,Regular
24,132,55,53,410,40,150,70,30/11/2018,West,British Columbia,Vancounver,535,Major Market,Espresso,Decaf Espresso,Decaf
24,239,94,114,694,30,220,90,30/11/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Colombian,Regular
24,60,22,18,802,40,70,20,30/11/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Mocha,Regular
24,239,94,114,694,40,260,110,30/11/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Decaf Irish Cream,Decaf
24,132,55,53,410,30,120,50,30/11/2018,Central,Ontario,Kitchener,503,Large Market,Espresso,Caffe Latte,Regular
25,60,22,17,802,20,50,20,30/11/2018,Central,Ontario,Waterloo,775,Small Market,Espresso,Decaf Espresso,Decaf
28,67,25,19,823,20,50,20,30/11/2018,Central,Ontario,Ottawa,541,Small Market,Herbal Tea,Chamomile,Decaf
30,116,43,46,452,30,120,50,30/11/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Colombian,Regular
30,116,43,46,452,30,100,40,30/11/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Herbal Tea,Lemon,Decaf
30,116,43,46,452,30,90,30,30/11/2018,North,Northwest Territories,Hay River,4700,Small Market,Coffee,Colombian,Regular
34,75,28,19,875,40,70,20,30/11/2018,Prairie,Saskatchewan,Regina,352,Major Market,Tea,Darjeeling,Regular
39,98,40,26,536,40,100,40,30/11/2018,Prairie,Alberta,Lethbridge,900,Major Market,Coffee,Decaf Irish Cream,Decaf
39,308,121,142,912,40,280,110,30/11/2018,West,British Columbia,Kelowna,670,Major Market,Espresso,Caffe Mocha,Regular
39,132,53,45,380,40,120,50,30/11/2018,Prairie,Manitoba,Steinback,1401,Small Market,Espresso,Decaf Espresso,Decaf
39,308,121,142,912,20,260,110,30/11/2018,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Chamomile,Decaf
40,98,40,25,536,40,90,30,30/11/2018,Prairie,Alberta,Edmonton,404,Major Market,Coffee,Colombian,Regular
40,98,40,25,536,30,80,30,30/11/2018,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Mint,Decaf
40,132,53,44,380,50,140,60,30/11/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Colombian,Regular
40,86,33,21,836,30,70,30,30/11/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Caffe Latte,Regular
40,83,31,20,856,40,70,20,30/11/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Lemon,Decaf
40,86,33,21,836,50,100,40,30/11/2018,North,Nunavut,Rankin Inlet,636,Small Market,Espresso,Decaf Espresso,Decaf
40,98,40,25,536,30,80,30,30/11/2018,Central,Quebec,Sherbrooke,312,Major Market,Herbal Tea,Lemon,Decaf
42,85,32,20,482,30,50,20,30/11/2018,Central,Ontario,Kitchener,503,Large Market,Tea,Darjeeling,Regular
42,83,31,19,856,40,80,30,30/11/2018,Prairie,Saskatchewan,Regina,904,Major Market,Tea,Green Tea,Regular
42,83,31,19,856,50,90,30,30/11/2018,North,Yukon,Whitehorse,504,Small Market,Coffee,Decaf Irish Cream,Decaf
43,133,57,39,1042,30,100,40,30/11/2018,Prairie,Alberta,Edmonton,404,Major Market,Tea,Earl Grey,Regular
43,85,32,19,482,30,70,30,30/11/2018,West,British Columbia,Vancounver,535,Major Market,Herbal Tea,Chamomile,Decaf
43,85,32,19,482,40,80,30,30/11/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Tea,Green Tea,Regular
43,85,32,19,482,30,60,20,30/11/2018,Central,Quebec,Gatieau,580,Small Market,Espresso,Caffe Mocha,Regular
45,94,36,22,862,40,80,30,30/11/2018,West,British Columbia,Vancounver,535,Major Market,Herbal Tea,Lemon,Decaf
45,120,46,37,316,30,100,40,30/11/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Herbal Tea,Chamomile,Decaf
45,120,46,37,316,40,100,40,30/11/2018,North,Northwest Territories,Hay River,4700,Small Market,Coffee,Amaretto,Regular
45,94,36,22,862,40,100,40,30/11/2018,Central,Quebec,Gatieau,580,Small Market,Coffee,Decaf Irish Cream,Decaf
